Gene_Name,BreitmeyerC1R1,BreitmeyerC1R2,BreitmeyerC1R3,BreitmeyerC2R1,BreitmeyerC2R2,BreitmeyerC2R3,GuaquetaR1,GuaquetaR2,GuaquetaR3,GuaquetaR4,Hammonds1,Hammonds2,Hammonds3,Hammonds4,Hammonds5,Penney1,Penney2,Penney3,Penney4,Penney5,Penney6
CAPRIN1,29726,24235,35905,33029,25715,34131,1905,3171,1477,3064,9870,8049,6814,6544,6499,2400,2633,2809,2884,1022,2493
DNAJC14,1377,1267,1447,1329,965,1109,355,481,190,467,2074,1615,1634,1628,1731,373,392,431,456,212,334
CD63,6696,2806,4076,4017,4135,3107,8243,16382,10037,12407,20715,19784,17849,22733,20265,13291,14347,15273,12641,12033,14111
PRPH,166,522,164,181,278,211,4,3,0,1,3,6,0,5,0,0,0,0,0,0,0
AVIL,124,147,132,173,66,90,32,17,44,9,25,34,45,52,72,14,8,12,13,4,5
AMHR2,23,6,1,10,16,38,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
LACRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDF11,3419,2545,3396,3951,2397,2032,3,8,3,8,73,64,54,47,38,45,47,45,54,24,37
GLS2,20,19,28,41,34,180,0,0,0,0,5,2,3,0,2,7,10,3,4,1,7
ITGA7,897,1759,2064,3407,1416,1086,117,175,149,115,472,658,501,485,508,180,140,218,134,72,132
TESPA1,1,0,3,6,0,6,0,0,0,0,6,9,1,2,0,0,0,1,2,2,0
FAM186B,8,77,27,15,30,42,18,9,8,10,13,12,8,25,15,7,11,10,6,4,13
RDH5,50,127,95,146,38,6,7,3,1,3,19,38,25,19,21,0,0,1,1,3,1
AGAP2,189,276,366,360,243,123,6,11,0,19,700,781,509,327,352,12,14,13,6,8,3
BLOC1S1,168,81,105,134,50,61,42,67,22,60,4042,3828,3296,3566,3375,243,293,291,223,326,292
KRT85,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK4,6556,3628,6464,5166,4643,2778,969,1383,923,1307,1905,1867,1661,1842,1475,1148,1313,1390,1312,1105,1397
PPP1R1A,1715,2716,2923,2784,3948,2721,25,106,23,97,9,5,8,6,3,106,72,85,114,106,108
TROAP,2321,1868,2691,3386,1364,1269,1,3,1,8,594,202,255,86,454,118,129,128,112,64,65
TSPAN31,728,457,754,524,345,259,247,347,76,263,1868,1573,1387,1482,1459,222,240,266,228,141,211
B4GALNT1,151,192,306,364,139,29,0,1,5,7,1,2,2,0,1,1,0,0,2,0,1
TFCP2,2789,2511,3160,3818,2362,1661,353,481,152,472,1154,898,738,681,702,421,411,465,424,195,405
COQ10A,361,378,496,613,314,226,44,75,18,62,212,249,241,216,275,31,40,36,50,43,46
FAIM2,64,199,154,334,47,15,0,1,0,2,0,0,0,1,1,3,6,3,0,2,1
PAN2,1310,1776,2283,2727,885,1145,528,501,291,478,1702,1669,1578,1592,1971,275,275,323,265,104,289
ESPL1,3548,2742,4783,6938,2441,1071,6,18,5,50,596,313,361,95,418,175,187,195,164,70,122
KRT7,68,64,229,217,235,1130,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0
ZC3H10,629,694,647,731,388,1252,181,222,124,190,717,664,718,750,746,156,125,194,162,68,139
