Gene_Name,Ramadoss_Neuron,Ramadoss_Neuron,Ramadoss_Neuron,Tian_Neuron,Tian_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Lisowski_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Susco_Neuron,Rummel_Neuron
TPT1P13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1P2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TPT1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1P4,0,0,0,1,0,0,0,1,3,0,0,0,7,0,0,0,1
TPT1P5,2,0,0,0,0,0,2,0,0,0,0,4,17,6,0,0,1
TPT1P6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TPT1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPT1P9,0,1,3,0,0,1,2,0,0,0,0,1,0,0,0,4,0
TPTE,0,0,0,0,0,0,0,0,0,0,0,19,54,0,6,0,0
TPTE2,0,0,0,0,0,2,5,0,12,0,1,0,18,3,0,1,0
TPTE2P1,0,0,0,4,3,13,18,10,14,13,12,381,496,43,13,82,10
TPTE2P2,0,0,0,0,0,0,1,0,0,0,0,18,57,50,3,0,0
TPTE2P4,0,0,0,0,0,0,0,0,0,5,8,13,35,0,2,11,0
TPTE2P5,0,2,3,0,2,11,16,10,13,10,16,50,94,33,0,7,1
TPTE2P6,0,0,0,0,0,0,0,0,0,1,0,29,24,3,3,2,0
TPTEP1,0,0,0,0,0,0,0,0,1,1,1,224,350,26,5,34,30
TPX2,31,25,31,14,16,1127,1678,1919,2833,479,399,135,184,30,13,40,47
TRA2A,924,829,836,264,335,722,930,1045,1319,1021,1029,1141,1918,329,105,418,594
TRA2B,1354,1431,1433,448,576,1613,2433,2957,3797,1899,2118,2456,4280,566,227,753,808
TRABD,141,95,83,20,30,53,31,35,49,23,19,265,399,68,41,64,63
TRABD2A,25,7,11,0,1,57,74,33,49,68,50,22,147,3,0,9,3
TRABD2B,0,0,0,0,0,7,7,8,10,6,6,1,14,0,0,3,0
TRAC,8,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,2
TRADD,17,14,21,1,0,0,0,1,2,2,1,1,1,4,0,13,8
TRAF1,8,15,12,0,0,11,13,5,5,2,3,51,50,12,11,15,9
TRAF2,30,22,17,4,6,48,44,91,108,69,44,143,152,15,6,33,22
TRAF3,450,397,388,91,107,357,539,661,931,394,456,964,1561,365,162,394,169
TRAF3IP1,347,392,359,136,193,270,376,327,408,144,128,685,776,101,33,235,274
TRAF3IP2,40,36,42,2,1,12,12,6,7,12,10,57,150,10,2,11,22
TRAF3IP3,0,5,0,3,3,0,0,0,0,0,1,10,1,0,5,5,1
TRAF4,54,79,42,143,218,450,585,817,1251,1171,1439,1376,2317,457,56,297,16
TRAF5,18,14,13,9,4,190,254,158,191,118,135,123,250,20,23,35,53
TRAF6,110,106,75,7,10,227,342,390,619,386,387,1002,1994,146,95,483,33
TRAF6P1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
TRAF7,53,52,67,131,153,150,162,269,410,192,225,1326,1934,329,177,239,27
TRAFD1,221,260,223,122,128,294,407,719,1025,467,471,1059,1872,220,132,454,76
TRAIP,4,4,5,3,6,64,73,135,147,18,16,49,96,0,3,11,4
TRAJ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRAJ33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRAJ36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAJ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAK1,744,722,756,151,240,1065,1447,2122,3121,2603,2758,4643,7877,1038,415,1496,461
TRAK2,547,487,524,214,333,299,417,359,567,168,182,3189,5376,973,373,949,281
TRAM1,161,172,127,64,71,426,645,1409,1778,950,1002,902,1759,193,105,363,73
TRAM1L1,38,17,19,12,4,47,87,99,122,61,42,268,677,114,33,138,20
TRAM2,33,19,25,14,26,149,261,277,401,81,58,225,220,10,25,60,12
TRANK1,26,32,19,8,9,4,2,15,12,4,10,334,282,45,18,31,23
TRAP1,26,17,14,53,81,284,414,718,1162,528,523,980,1580,188,76,248,4
TRAPPC1,629,542,637,31,40,148,198,387,599,240,308,828,1067,106,77,291,453
TRAPPC10,105,78,48,12,13,250,382,591,896,856,945,1696,2198,258,89,305,46
TRAPPC11,136,103,130,33,32,704,1077,2008,2723,1334,1431,1844,3046,498,228,767,92
TRAPPC12,249,206,184,27,49,343,417,237,308,126,202,762,877,162,163,171,166
TRAPPC13,66,52,53,18,31,159,192,384,523,183,217,426,1039,172,153,209,32
TRAPPC13P1,104,99,100,51,76,90,103,52,74,21,17,111,202,33,12,23,34
TRAPPC2,247,324,263,95,89,236,311,505,668,630,650,1490,2587,406,183,544,89
TRAPPC2B,93,120,60,29,26,32,33,44,67,91,89,184,233,29,20,53,24
TRAPPC2L,865,877,968,371,450,76,127,187,254,168,204,517,903,53,40,241,312
TRAPPC2P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2P2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
TRAPPC2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC2P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC3,1068,903,940,215,387,153,200,268,412,148,143,727,1520,182,85,252,338
TRAPPC3L,15,6,14,37,30,1,0,0,0,0,0,56,31,2,0,13,6
TRAPPC4,1075,948,1059,159,190,184,268,311,453,238,253,889,1475,237,69,275,906
TRAPPC5,20,13,23,4,7,21,29,28,36,42,50,516,888,93,61,146,15
TRAPPC6A,168,122,131,110,96,18,15,49,86,21,28,97,109,13,20,12,43
TRAPPC6B,24,23,14,199,213,363,494,624,855,502,481,2731,4911,746,323,948,218
TRAPPC8,137,125,169,61,63,454,694,1050,1509,740,922,1625,2763,413,124,467,94
TRAPPC9,284,218,271,117,111,170,306,399,571,355,417,879,1301,212,64,353,106
TRAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV12-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV12-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV12-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV13-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRAV13-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV14DV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TRAV16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
TRAV22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV23DV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV26-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV26-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV29DV5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV36DV7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TRAV38-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV38-2DV8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TRAV5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV8-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV8-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV8-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV8-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV8-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV8-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV8-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV9-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAV9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBJ2-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV10-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV10-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV11-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV12-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV12-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV12-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV12-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV20-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV20OR9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV21-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV21OR9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV22-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV22OR9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV23-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV23OR9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV24-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV24OR9-2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TRBV25OR9-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRBV26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV26OR9-2,3,2,0,0,0,16,19,38,20,9,7,18,12,5,0,1,2
TRBV27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV29-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV29OR9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV4-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRBV5-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV5-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV5-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TRBV5-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV5-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV6-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV6-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV6-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV6-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV7-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TRBV7-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV7-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV7-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV7-7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRBV7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV8-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBV9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRBVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDC,0,0,0,0,0,0,2,17,22,3,7,0,0,5,0,0,0
TRDD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDJ1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TRDJ2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TRDJ3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDJ4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRDMT1,149,84,131,15,10,288,409,400,617,189,212,488,636,86,3,217,45
TRDN,4,3,3,0,0,1,0,1,0,3,5,20,41,10,6,5,19
TRDV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRDV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREH,0,0,0,0,0,0,2,0,0,0,0,35,4,0,0,0,0
TREHP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREML1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREML2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0
TREML3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREML4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREML5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRERF1,87,86,82,32,25,249,330,545,773,539,640,460,505,68,19,97,54
TREX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
TREX2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TRGC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TRGC2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGJ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGJP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGJP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGJP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRGV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGV9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
TRGVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRGVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,101,85,107,39,28,0,2,11,13,36,17,248,535,28,26,103,95
TRHDE,37,25,22,19,22,63,102,90,92,32,29,568,855,145,23,186,24
TRHR,0,1,8,0,0,0,0,0,0,0,0,2,14,0,0,0,0
TRIAP1,325,372,330,184,183,192,254,463,678,608,727,270,508,55,42,82,154
TRIB1,178,191,152,50,61,87,123,265,413,263,272,529,934,132,54,194,50
TRIB2,2799,2493,2622,1070,1109,824,1165,1543,2300,799,808,3725,6985,1299,441,1237,732
TRIB3,93,78,66,64,110,35,33,160,167,62,47,565,1095,169,56,179,50
TRIL,19,10,12,9,22,36,60,118,117,21,30,25,48,1,0,17,9
TRIM10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TRIM11,628,634,636,344,365,135,153,147,217,246,269,411,1002,95,39,199,265
TRIM13,852,818,803,464,601,456,689,848,1193,626,621,3108,4671,676,348,1022,798
TRIM14,8,10,11,0,1,1,7,21,24,11,1,20,58,6,7,40,12
TRIM15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRIM16,142,141,140,24,25,89,103,160,223,166,160,287,601,176,40,121,133
TRIM16L,0,0,0,15,18,34,36,117,161,111,120,167,291,25,34,57,52
TRIM17,3,2,1,2,0,2,0,0,0,1,2,41,77,3,3,4,5
TRIM2,3279,2998,3248,746,889,3073,4713,6828,9348,3581,3486,19485,36014,5221,2095,6739,2843
TRIM21,6,6,8,4,7,30,65,42,70,37,30,122,142,19,4,22,8
TRIM22,2,0,1,0,0,51,47,142,166,91,95,1134,1223,224,65,273,0
TRIM23,366,411,344,89,165,200,308,472,625,788,800,1147,2024,318,162,377,229
TRIM24,655,617,565,115,131,1435,2065,3029,4230,1359,1339,3598,6478,858,422,1474,410
TRIM25,21,21,36,19,12,12,23,65,86,35,28,129,137,175,3,16,101
TRIM26,198,164,173,39,26,278,379,576,810,351,357,777,726,98,0,139,68
TRIM26BP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRIM27,405,435,367,147,200,445,566,741,1002,392,360,804,116,183,92,339,217
TRIM28,417,444,349,77,145,1089,1386,2511,3660,1972,2006,2647,4706,296,304,708,191
TRIM29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRIM3,29,48,31,2,8,269,270,154,273,200,197,971,1180,115,91,264,47
TRIM31,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM32,151,143,154,70,78,206,319,397,618,325,335,761,1053,191,56,233,109
TRIM33,1008,904,933,405,614,1474,2187,2872,3803,1669,1924,4658,7071,864,418,1270,673
TRIM34,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0
TRIM35,40,61,59,32,41,173,245,335,483,443,494,750,1389,344,85,270,46
TRIM36,960,1029,775,209,205,1233,1551,1885,2419,1833,1927,5930,11534,1921,659,2548,594
TRIM37,969,924,978,225,336,523,760,1185,1713,726,750,2661,4325,579,275,834,322
TRIM38,6,4,0,1,0,0,0,2,3,0,1,29,16,0,1,14,0
TRIM39,50,45,58,8,14,59,72,106,191,96,83,143,341,0,35,34,35
