Gene_Name,Processed_Ramadoss_iPSC_1,Processed_Ramadoss_iPSC_2,Processed_Ramadoss_iPSC_3,Processed_Lisowski_iPSC1,Processed_Lisowski_iPSC2,Processed_Lisowski_iPSC3,Processed_Susco_iPSC_1,Processed_Susco_iPSC_2,Processed_Susco_iPSC_3,Processed_Susco_iPSC_4,Processed_Susco_iPSC_5
RNA5SP82,0,0,0,7,15,5,0,0,0,0,0
RNA5SP84,111,61,46,0,0,2,0,0,0,0,0
RNA5SP86,0,0,0,0,0,0,0,0,0,0,0
RNA5SP87,0,0,0,0,0,0,0,0,0,0,0
RNA5SP88,0,0,0,0,0,0,0,0,0,0,0
RNA5SP89,0,0,0,0,0,0,0,0,0,0,0
RNA5SP90,0,0,0,0,0,0,0,0,0,0,0
RNA5SP91,0,0,0,0,0,0,0,0,0,0,0
RNA5SP92,0,0,0,1,5,1,0,0,0,0,0
RNA5SP93,0,0,0,0,0,0,0,0,0,0,0
RNA5SP94,0,0,0,0,0,0,0,0,0,0,0
RNA5SP95,0,0,0,0,0,0,0,0,0,0,0
RNA5SP96,0,0,0,0,0,0,0,0,0,0,0
RNA5SP97,0,0,0,0,0,0,0,0,0,0,0
RNA5SP98,0,0,0,1,1,0,0,0,0,0,0
RNA5SP99,0,0,4,0,0,0,0,0,0,0,0
RNASE1,4,12,5,5,27,10,2,14,25,16,4
RNASE10,1,0,0,0,0,0,41,22,6,33,75
RNASE11,0,0,0,0,0,0,0,0,0,0,0
RNASE12,0,0,0,0,0,0,0,0,0,0,0
RNASE13,0,0,0,0,0,3,0,0,0,0,0
RNASE2,0,0,0,0,0,0,0,0,0,0,0
RNASE3,0,0,0,0,0,0,0,0,0,0,0
RNASE4,0,0,0,2,2,1,91,30,81,35,9
RNASE6,1,4,0,0,0,0,0,1,0,5,5
RNASE7,0,0,0,0,0,1,0,0,0,0,0
RNASE8,0,0,0,0,0,0,0,0,0,0,0
RNASE9,1,0,1,0,2,0,0,0,0,4,0
RNASEH1,1106,1130,1052,267,373,370,1440,990,1373,1335,1565
RNASEH1P1,0,0,2,1,0,1,69,24,88,52,26
RNASEH1P2,0,0,1,0,2,0,0,0,1,4,0
RNASEH2A,28,26,28,679,514,611,460,216,790,476,365
RNASEH2B,289,549,521,165,277,235,356,117,515,236,267
RNASEH2C,532,521,499,173,103,100,310,148,389,251,238
RNASEH2CP1,0,0,0,0,0,0,0,0,0,0,0
RNASEK,5,11,4,9,26,14,548,330,432,383,496
RNASEK-C17ORF49,0,0,0,0,0,0,9,0,6,8,0
RNASEL,7,5,5,40,42,30,20,6,75,24,28
RNASET2,192,222,206,264,265,285,320,266,276,295,364
RND1,14,38,20,56,47,62,55,28,72,67,111
RND2,802,881,752,817,535,629,923,460,795,616,691
RND3,1351,1550,1328,2299,1735,1827,2636,1163,2629,2125,2281
RNF10,1091,1070,844,2434,2373,2334,2246,1331,2222,1419,1665
RNF103,42,54,43,223,373,330,238,167,218,239,242
RNF103-CHMP3,0,2,2,2,0,0,0,0,0,10,36
RNF10P1,0,0,0,0,0,0,0,0,0,0,0
RNF11,374,492,397,1198,1246,1253,1673,950,1462,1299,1548
RNF111,109,135,124,926,928,873,496,127,807,260,254
RNF112,7,10,4,25,19,18,104,14,13,19,11
RNF113A,130,156,163,138,110,106,199,130,114,149,160
RNF113B,0,1,0,0,0,0,0,0,0,0,0
RNF114,493,567,636,1039,1083,1116,1303,1240,1949,1365,1197
RNF115,634,722,612,577,767,691,727,408,569,502,543
RNF11P2,0,0,0,0,0,0,0,0,0,0,0
RNF121,258,247,165,477,408,428,308,119,172,266,521
RNF122,15,8,8,1968,1244,1431,223,150,199,216,219
RNF123,0,0,0,602,385,473,407,342,393,212,659
RNF125,65,110,80,575,431,553,1331,830,1340,1213,1677
RNF126,1320,1253,696,108,76,108,593,253,438,324,345
RNF126P1,0,0,0,0,0,0,0,0,0,0,0
RNF128,1,3,3,5,8,4,86,36,75,42,74
RNF13,165,301,297,706,796,781,521,392,761,551,590
RNF130,186,243,261,1846,1549,1634,3491,2013,3241,2776,2907
RNF133,0,0,0,7,1,7,0,0,15,0,0
RNF135,71,68,58,121,112,155,285,191,250,163,211
RNF138,326,569,522,1323,1597,1673,1938,866,1458,1595,1517
RNF138P1,0,0,0,27,54,40,0,0,14,2,0
RNF138P2,0,0,0,0,0,0,0,0,0,0,0
RNF139,253,232,263,596,557,537,684,370,529,572,519
RNF14,144,282,188,619,771,718,617,276,413,448,427
RNF141,272,278,233,669,765,768,1089,728,1000,1091,922
RNF144A,83,63,89,757,702,736,763,384,484,351,465
RNF144B,34,37,34,121,168,151,212,119,191,108,253
RNF145,1002,1074,971,2824,3011,2818,1814,1235,1231,1234,1198
RNF146,110,200,128,667,697,703,519,350,515,432,588
RNF148,0,0,1,4,1,4,0,0,1,2,0
RNF149,87,128,146,683,954,841,583,305,388,343,546
RNF150,52,88,76,646,468,546,407,206,560,202,286
RNF151,0,0,0,5,6,3,2,0,0,0,0
RNF152,32,14,18,178,513,408,195,92,310,122,179
RNF152P1,0,0,0,2,3,5,0,0,0,0,0
RNF157,19,14,13,145,122,167,383,296,396,190,337
RNF165,78,94,60,327,310,294,195,140,90,72,43
RNF166,14,13,16,70,46,81,260,183,306,157,251
RNF167,676,723,643,1518,1182,1292,1083,469,760,934,964
RNF168,551,588,583,1861,1808,1838,2525,1480,2689,1953,2554
RNF169,54,69,46,1624,1444,1335,1024,673,834,683,833
RNF17,0,0,2,0,1,0,3,0,0,0,0
RNF170,111,151,134,416,558,497,387,394,395,845,704
RNF175,4,25,57,113,141,103,62,11,40,39,12
RNF180,6,7,6,67,89,90,108,49,131,80,177
RNF181,1162,1119,1041,753,483,545,565,393,608,521,500
RNF182,59,62,70,203,244,224,82,76,40,96,92
RNF183,0,1,5,0,1,3,0,0,0,0,2
RNF185,120,128,158,472,465,437,694,304,415,403,474
RNF186,0,0,0,0,0,0,0,0,0,0,0
RNF187,1735,1767,1607,684,679,646,503,452,804,585,464
RNF19A,94,74,76,557,1035,912,395,383,319,490,456
RNF19B,25,27,48,416,434,415,272,169,271,224,289
RNF19BPX,0,0,0,0,0,0,0,0,0,0,0
RNF19BPY,0,0,0,0,0,0,0,0,0,1,0
RNF2,393,398,378,1286,960,1040,1200,641,968,775,857
RNF20,708,752,677,1413,1458,1438,1222,593,1573,920,1091
RNF207,7,2,2,76,91,83,157,38,171,26,46
RNF208,46,48,62,13,10,9,22,26,15,30,19
RNF212,2,4,4,16,12,18,61,25,34,26,76
RNF212B,0,0,0,7,10,12,0,0,16,15,13
RNF213,204,224,209,5902,5818,5989,3139,2313,3103,1697,2126
RNF214,344,386,269,1009,887,903,458,329,707,373,285
RNF215,7,5,3,272,190,218,280,113,127,159,107
RNF216,388,496,382,1153,1034,1106,1671,1093,1560,1336,1344
RNF216P1,384,405,407,358,315,362,444,154,304,395,273
RNF217,54,88,61,244,417,384,338,108,979,375,675
RNF219,542,606,530,1062,863,983,193,114,177,142,180
RNF220,986,1002,744,1385,959,1151,1334,655,1158,1117,1046
RNF222,4,1,1,0,0,0,33,5,39,6,11
RNF223,0,0,0,0,0,0,0,0,0,0,0
RNF224,0,0,0,1,1,0,6,0,3,3,12
RNF225,0,0,0,0,0,0,0,4,11,3,4
RNF24,192,270,232,1312,1208,1280,321,151,342,244,410
RNF25,28,19,17,136,99,117,152,62,142,171,125
RNF26,10,28,83,1742,1303,1469,869,544,790,735,669
RNF2P1,0,2,0,0,0,0,21,20,1,27,21
RNF31,0,3,0,185,159,193,475,618,497,388,708
RNF32,17,9,6,18,16,12,48,29,0,31,17
RNF34,583,688,594,687,755,751,734,427,860,613,772
RNF38,114,138,129,2739,2546,2463,1122,434,1428,884,654
RNF4,327,389,358,1848,1900,1853,1589,777,1500,1320,1459
RNF40,20,24,21,716,511,649,1162,466,963,643,1331
RNF41,298,333,362,1220,1147,1136,1406,597,1627,1270,764
RNF43,1,12,7,114,111,150,145,99,36,93,458
RNF44,650,830,776,1803,1076,1431,1188,429,614,757,869
RNF5,928,826,812,1217,840,951,1084,831,942,879,922
RNF5P1,0,0,0,72,37,42,0,0,0,0,0
RNF6,73,95,92,417,453,453,720,348,610,479,499
RNF6P1,0,0,0,0,0,0,0,0,0,0,0
RNF7,709,944,913,1093,671,804,1106,806,1334,893,1030
RNF7P1,0,0,0,0,0,0,0,0,0,0,0
RNF8,522,632,608,532,552,539,705,381,435,526,844
RNFT1,10,14,5,32,80,62,67,20,59,44,52
RNFT1P2,0,0,0,0,0,0,0,0,0,0,0
RNFT1P3,0,1,0,0,0,0,0,0,0,0,0
RNFT2,120,143,116,865,641,763,841,567,489,528,749
RNGTT,185,259,181,995,1141,1032,1187,768,892,962,1064
RNGTTP1,0,1,0,6,3,2,0,0,0,0,0
RNH1,550,551,538,233,158,221,490,414,575,372,526
RNLS,17,30,23,79,72,54,164,34,222,80,54
RNMT,881,901,914,2333,2373,2361,2623,1299,1765,1863,2211
RNMTL1P1,0,0,0,0,0,0,0,0,0,0,0
RNMTL1P2,0,0,0,0,0,0,0,0,0,0,0
RNPC3,154,158,121,304,390,391,403,234,175,200,288
RNPEP,227,321,262,1343,983,1151,715,445,666,586,592
RNPEPL1,53,51,40,68,26,51,364,66,174,199,239
RNPS1,1513,1617,2054,2434,2081,2354,3551,1666,2455,2433,2574
RNPS1P1,2,0,3,11,10,8,0,1,0,0,0
RNY4P13,0,0,0,0,0,0,0,0,0,0,0
ROBO1,275,316,315,4281,5191,4945,3230,1641,2745,2709,2543
ROBO2,44,60,60,1221,1316,1324,471,172,305,378,451
ROBO2P1,0,0,0,0,0,0,0,0,0,0,0
ROBO3,38,28,23,139,124,146,197,118,124,59,128
ROBO4,0,0,0,1,0,0,3,0,7,0,0
ROCK1,2482,2935,2590,2511,2975,2745,2686,1295,2101,1893,2445
ROCK1P1,0,0,0,29,22,31,0,0,0,2,0
ROCK2,916,1237,1079,1549,2342,2083,1321,634,1266,918,1110
ROGDI,151,161,93,100,63,83,306,61,88,87,67
ROM1,8,5,32,11,2,12,15,7,13,7,1
ROMO1,4257,3194,3212,304,182,218,569,347,572,500,458
ROPN1,0,0,0,0,0,1,14,0,0,1,0
ROPN1B,0,0,0,1,5,0,13,0,8,18,0
ROPN1L,1,1,5,0,1,1,0,0,0,2,0
ROR1,635,829,679,3065,2906,2809,1907,923,1506,1409,1324
ROR2,144,179,133,357,436,469,128,175,201,134,326
RORA,92,106,97,1069,721,860,441,364,309,444,377
RORB,171,222,173,176,180,202,30,33,0,32,89
RORC,1,2,0,2,4,1,11,0,0,7,0
ROS1,0,3,0,0,0,0,0,0,0,0,0
RP1,1,0,0,0,1,0,0,0,0,0,0
RP1L1,0,0,0,11,10,8,4,10,32,0,12
RP2,34,25,18,411,362,408,485,190,277,301,251
RP9,257,386,344,121,111,116,146,104,144,154,154
RP9P,0,0,0,2,1,3,0,0,0,2,0
RPA1,1132,1132,1029,3293,2804,2849,2518,1019,1608,1771,2107
RPA2,605,742,719,826,545,672,807,555,850,722,726
RPA2P1,0,0,0,0,0,0,0,0,0,0,0
RPA2P2,0,0,0,0,0,0,0,0,0,0,0
RPA2P3,0,0,0,0,0,0,0,0,0,0,0
RPA3,1277,1697,1717,723,620,629,1374,771,960,1089,1022
RPA4,0,0,3,16,15,4,0,0,0,1,0
RPAIN,24,71,93,1145,1040,1141,934,609,802,890,936
RPAP1,575,635,625,1433,889,1127,933,506,688,641,862
RPAP2,282,437,381,524,783,676,2743,984,1484,1988,2098
RPAP3,1506,1487,1186,840,1028,980,1102,541,1260,880,1128
RPE,103,140,185,1256,1408,1330,1407,797,1169,871,1028
RPE65,0,0,0,0,0,2,0,0,0,0,0
RPEL1,1,0,0,0,0,1,0,0,0,0,0
RPEP1,0,0,0,4,2,4,0,0,0,0,0
RPEP2,0,0,0,0,0,0,0,0,0,0,0
RPEP3,0,0,0,8,7,12,0,0,0,0,0
RPEP4,0,0,0,21,9,13,0,0,0,0,0
RPEP5,0,0,0,0,0,0,0,0,0,0,0
RPEP6,0,0,0,0,0,0,0,0,0,0,0
RPF1,1446,1370,1111,445,430,481,551,291,421,489,650
RPF2,1690,1943,1733,599,692,643,892,526,1080,743,1176
RPF2P1,61,84,84,1,0,0,0,0,0,0,0
RPF2P2,0,0,0,0,0,0,0,0,0,0,0
RPGR,134,140,125,187,247,249,87,301,76,87,156
RPGRIP1,3,1,4,10,15,16,8,20,75,7,19
RPGRIP1L,133,162,190,341,507,396,405,171,318,261,375
RPH3A,0,2,0,5,2,5,0,9,0,0,0
RPH3AL,6,2,2,72,24,39,22,0,5,13,11
RPIA,171,256,249,373,361,412,196,133,158,262,219
RPIAP1,0,0,0,0,0,0,0,0,0,0,0
RPL10,10509,10558,11244,15059,8692,10286,15745,7505,12710,10851,11946
RPL10A,28664,26028,25213,10019,7377,7945,12385,6623,11187,10483,10588
RPL10AP1,0,0,0,0,0,0,0,0,0,0,0
RPL10AP2,29,10,11,3,0,0,0,0,0,2,0
RPL10AP3,0,0,0,0,1,0,0,0,0,0,0
RPL10AP5,0,0,0,0,0,0,0,0,0,0,0
RPL10AP6,322,380,358,38,19,32,1,0,0,0,0
RPL10L,0,0,0,0,0,0,0,0,0,0,0
RPL10P1,0,0,2,0,1,1,0,0,0,0,0
RPL10P10,0,0,0,0,0,0,0,0,0,0,0
RPL10P11,0,0,0,0,0,0,0,0,0,0,0
RPL10P12,5,7,4,1,0,1,0,0,0,1,0
RPL10P13,0,0,0,0,3,0,0,0,0,0,0
RPL10P14,0,0,0,0,0,0,0,0,0,0,0
RPL10P15,2,6,2,3,1,3,1,0,0,0,0
RPL10P16,127,285,277,40,11,14,11,0,0,4,1
RPL10P2,1,0,0,0,0,0,0,0,0,0,0
RPL10P3,44,49,35,4,1,1,6,0,0,0,0
RPL10P4,0,3,3,0,0,0,0,0,0,0,0
RPL10P5,0,0,0,0,0,0,0,0,0,0,0
RPL10P6,52,62,44,1,1,1,0,0,0,0,0
RPL10P7,0,0,0,0,1,0,0,0,0,0,0
RPL10P8,0,0,0,0,0,0,0,0,0,0,1
RPL10P9,30,74,154,12,4,5,0,0,1,2,2
RPL11,21762,21895,21322,9789,8522,8748,14643,7935,13049,12179,12596
RPL11P5,0,0,0,0,0,0,0,1,0,0,0
RPL12,14006,13423,14546,12395,8949,10042,21380,11168,17636,17382,17309
RPL12P1,1,2,0,2,1,2,0,0,4,0,0
RPL12P10,0,1,1,1,1,1,0,1,0,0,0
RPL12P11,0,0,0,0,0,0,0,6,0,2,0
RPL12P12,10,17,14,10,3,8,0,2,0,1,1
RPL12P13,3,8,5,0,0,2,2,0,1,0,1
RPL12P14,2,2,0,2,0,0,0,0,0,1,1
RPL12P15,0,0,0,0,0,0,3,0,0,0,0
RPL12P16,0,0,0,0,0,0,6,3,0,5,26
RPL12P17,5,7,3,0,0,0,0,0,1,0,0
RPL12P18,0,0,0,0,0,0,0,0,0,0,0
RPL12P19,1,2,1,1,3,0,0,0,0,0,0
RPL12P2,0,0,0,0,0,2,0,0,0,1,0
RPL12P20,0,0,0,0,0,0,0,0,0,0,0
RPL12P21,0,0,0,0,4,1,0,0,0,0,0
RPL12P22,0,0,0,0,0,0,0,0,0,0,0
RPL12P23,0,0,0,0,0,0,0,0,0,0,0
RPL12P24,0,0,0,0,0,0,0,0,0,0,0
RPL12P25,10,2,3,7,8,7,16,12,2,4,1
RPL12P26,0,0,0,0,0,0,0,0,0,0,0
RPL12P27,0,0,0,1,0,2,0,0,0,2,0
RPL12P28,0,0,0,0,0,0,0,0,10,0,0
RPL12P29,1,0,0,0,0,0,0,0,0,5,0
RPL12P3,0,0,0,0,0,0,0,0,0,0,0
RPL12P30,0,0,0,0,0,0,0,0,0,0,0
RPL12P31,0,0,0,0,1,0,0,0,1,0,0
RPL12P32,0,1,0,0,0,0,0,0,0,0,0
RPL12P33,0,0,1,1,0,0,0,0,0,0,0
RPL12P34,0,0,0,0,0,0,0,0,0,0,0
RPL12P35,0,1,0,0,0,0,0,1,0,0,0
RPL12P36,0,0,0,0,0,0,0,0,0,0,0
RPL12P37,0,0,0,0,3,0,0,0,0,0,0
RPL12P38,20,19,12,1,3,2,1,1,4,2,4
RPL12P39,0,0,0,0,0,0,0,0,0,0,0
RPL12P4,76,135,174,34,9,28,0,0,0,1,1
RPL12P40,0,0,0,1,1,0,0,0,0,0,0
RPL12P41,0,5,2,0,0,1,0,0,0,0,0
RPL12P42,5,4,1,0,1,4,2,0,0,6,2
RPL12P43,0,0,0,0,0,0,0,0,0,0,0
RPL12P44,3,4,9,0,0,0,0,0,0,0,0
RPL12P45,0,0,0,0,0,0,0,0,0,0,0
RPL12P46,0,0,0,0,0,0,0,0,0,0,0
RPL12P47,156,140,83,0,0,0,0,0,0,0,0
RPL12P48,0,0,0,0,0,0,0,0,0,0,0
RPL12P49,0,0,0,3,10,7,0,0,0,0,0
RPL12P5,0,0,0,0,0,0,0,0,0,0,0
RPL12P50,2,11,6,0,0,0,0,0,0,0,0
RPL12P6,7,6,0,3,0,0,0,0,0,0,0
RPL12P7,0,0,0,10,8,5,0,0,0,6,0
RPL12P8,1,4,3,0,0,0,0,0,0,0,0
RPL12P9,0,0,0,0,0,0,0,0,0,0,0
RPL13,16755,16355,16747,5540,3765,4497,17113,9580,16321,12738,13630
RPL13A,38927,32285,33407,19505,11079,12899,29052,16381,26600,22921,26108
RPL13AP17,1,3,2,0,0,0,0,4,0,0,6
RPL13AP2,0,0,0,1,0,0,0,0,0,0,0
RPL13AP20,61,132,117,4,2,6,0,0,11,4,2
RPL13AP23,1,0,0,0,0,0,0,0,0,0,0
RPL13AP25,1091,1173,773,31,26,24,5,1,3,7,4
RPL13AP3,2,2,1,0,2,0,0,0,0,0,0
RPL13AP5,537,588,407,73,47,73,2,28,11,6,37
RPL13AP6,3,6,2,2,0,0,1,11,17,0,1
RPL13AP7,133,116,149,7,4,5,12,2,1,1,2
RPL13P,0,0,0,0,0,0,0,0,0,0,0
RPL13P12,106,189,122,105,59,95,1,0,0,0,20
RPL13P2,0,0,0,0,0,0,0,0,1,1,0
RPL13P4,0,0,0,0,0,0,5,0,0,0,0
RPL13P6,0,0,0,0,0,0,0,0,0,1,0
RPL14,12385,12893,13734,9395,7963,7871,14789,7767,13697,12037,13440
RPL14P1,80,118,117,88,78,64,1,0,25,7,5
RPL14P3,23,30,16,0,3,1,7,0,0,0,0
RPL14P5,0,1,0,0,0,0,0,0,0,0,0
RPL15,16990,18261,17267,13504,8588,11510,29110,16651,27291,23110,23390
RPL15P1,0,0,0,0,0,0,0,0,0,0,0
RPL15P18,0,1,0,2,1,0,1,0,0,0,5
RPL15P2,11,11,31,1,1,4,1,0,0,0,0
RPL15P21,0,0,0,0,0,0,5,0,0,0,0
RPL15P3,223,304,327,43,21,26,3,3,3,1,3
RPL17,26,11,7,98,107,129,18340,9329,17762,15253,16573
RPL17-C18ORF32,0,0,0,0,0,0,130,51,383,78,123
RPL17P1,0,0,0,0,0,0,0,0,0,0,0
RPL17P11,0,0,0,0,0,0,0,0,0,0,0
RPL17P12,0,0,0,0,0,0,0,0,0,0,0
RPL17P17,0,0,0,0,0,1,0,0,0,0,12
RPL17P19,3,1,0,55,41,39,7,0,0,0,6
RPL17P2,0,0,0,0,0,0,0,0,0,0,0
RPL17P20,0,0,1,0,0,0,0,0,0,0,0
RPL17P22,0,2,0,0,0,1,0,0,0,0,0
RPL17P25,3,5,5,1,0,0,0,0,0,0,6
RPL17P26,0,0,0,0,0,0,0,0,0,0,1
RPL17P3,0,0,0,0,0,0,0,0,0,0,0
RPL17P33,0,1,0,0,0,0,0,0,0,0,0
RPL17P35,0,0,0,0,0,0,0,0,0,0,0
RPL17P37,1,0,0,0,0,0,0,0,0,0,0
RPL17P41,1,0,0,0,0,0,0,0,1,0,0
RPL17P43,2,8,2,1,3,2,0,0,0,1,0
RPL17P44,0,0,0,0,0,0,0,0,0,0,0
RPL17P45,0,0,0,0,0,0,0,0,0,0,0
RPL17P46,0,0,0,0,0,0,0,0,0,0,0
RPL17P49,0,0,0,0,0,0,0,0,0,0,0
RPL17P50,23,14,21,18,21,23,18,16,21,10,5
RPL17P51,0,0,0,2,0,5,0,0,0,0,0
RPL18,15278,15456,13128,4610,2649,3538,9436,5250,8059,7681,7688
RPL18A,4625,4654,5989,3439,1719,2156,12238,6968,11092,9680,10223
RPL18AP14,0,0,0,1,4,1,0,0,0,0,0
RPL18AP15,0,0,1,0,0,0,0,0,0,0,0
RPL18AP16,0,1,0,0,0,0,0,0,0,0,0
RPL18AP17,0,0,0,0,0,0,0,0,0,0,0
RPL18AP2,0,0,0,0,0,0,0,0,0,1,0
RPL18AP3,165,254,360,35,11,27,0,0,9,2,2
RPL18AP7,0,0,0,0,0,0,0,0,0,1,0
RPL18AP8,0,0,0,0,0,0,0,0,0,0,0
RPL18P10,0,0,0,10,9,5,0,0,0,0,0
RPL18P11,0,0,0,0,0,0,0,0,0,0,0
RPL18P13,1,2,0,0,0,0,0,0,0,0,0
RPL19,10699,15372,16513,11498,6875,9701,15776,9430,14493,13363,14148
RPL19P1,0,0,0,0,0,0,0,0,0,0,0
RPL19P11,0,0,0,0,0,0,0,0,0,0,0
RPL19P13,0,0,0,0,0,0,0,0,0,0,0
RPL19P14,0,0,0,0,0,0,0,0,0,0,0
RPL19P18,0,0,0,0,0,0,0,0,0,0,0
RPL19P20,0,0,0,0,0,0,0,0,0,0,1
RPL19P21,0,0,1,2,2,3,0,0,0,0,0
RPL21,9456,10884,11378,5168,4988,4695,12306,5844,11705,9732,11572
RPL21P1,35,47,38,1,0,0,14,0,0,0,0
RPL21P10,5,5,6,3,18,12,0,0,0,0,0
RPL21P103,0,0,0,0,0,0,0,0,0,0,0
RPL21P104,0,0,0,0,0,0,0,0,0,0,0
RPL21P106,4,0,0,1,3,0,0,1,0,0,0
RPL21P107,0,0,0,0,0,0,0,0,0,0,0
RPL21P108,0,0,0,0,0,0,0,0,0,0,0
RPL21P109,0,0,0,0,0,0,0,0,0,0,0
RPL21P11,3,1,1,0,0,0,1,0,1,1,1
RPL21P110,0,0,0,0,0,0,0,0,0,0,0
RPL21P111,0,0,0,0,0,0,0,0,0,0,0
RPL21P112,0,0,2,0,0,0,0,0,0,0,0
RPL21P116,4,8,6,0,0,0,0,0,0,0,0
RPL21P119,9,7,11,6,2,3,3,4,0,0,9
RPL21P12,0,0,0,0,0,3,0,0,0,3,0
RPL21P120,6,12,12,0,0,0,2,1,0,3,4
RPL21P121,1,0,0,0,0,0,11,1,21,8,7
RPL21P122,0,0,0,0,2,0,0,0,1,3,0
RPL21P123,0,0,0,5,6,9,7,0,0,0,0
RPL21P126,0,0,0,1,0,0,0,0,0,0,0
RPL21P127,1,0,0,0,0,0,0,0,0,0,0
RPL21P129,0,0,0,0,0,0,0,0,0,0,0
RPL21P13,1,0,1,0,0,0,0,0,0,0,0
RPL21P131,1,0,5,1,0,1,0,0,0,1,0
RPL21P132,0,0,0,0,0,0,0,0,0,3,0
RPL21P133,0,0,0,0,0,0,0,0,0,0,0
RPL21P134,10,14,25,0,1,0,0,0,0,0,1
RPL21P135,0,0,0,1,3,3,0,0,0,1,0
RPL21P136,0,0,0,0,0,0,0,0,0,0,0
RPL21P17,0,0,0,0,0,0,0,0,0,0,1
RPL21P18,1,2,1,0,0,0,0,0,0,0,0
RPL21P2,0,0,0,0,0,0,0,0,0,0,1
RPL21P23,0,0,0,0,0,0,0,0,0,4,8
RPL21P24,0,0,0,0,0,0,0,0,0,0,0
RPL21P28,19,42,30,24,14,16,7,0,3,0,2
RPL21P3,1,1,0,1,7,1,0,0,23,0,0
RPL21P32,0,0,0,1,5,6,0,0,0,0,0
RPL21P33,0,0,0,0,0,0,0,0,0,0,0
RPL21P38,0,0,0,0,0,0,0,0,0,0,0
RPL21P39,7,3,3,1,0,0,1,0,1,0,2
RPL21P4,2,1,0,0,0,0,0,0,1,3,0
RPL21P40,3,8,2,0,1,0,0,9,25,2,0
RPL21P41,0,0,0,0,0,0,0,0,0,0,0
RPL21P42,0,0,0,0,0,0,0,0,0,0,0
RPL21P43,0,0,0,0,0,0,0,0,0,0,0
RPL21P44,0,1,0,3,8,5,0,0,0,0,0
RPL21P47,0,0,0,0,0,0,0,0,0,0,0
RPL21P5,0,0,0,6,9,10,0,0,0,0,0
RPL21P50,0,0,0,0,0,0,0,0,0,0,0
RPL21P54,1,0,0,2,2,1,1,0,0,1,0
RPL21P6,0,0,0,0,0,0,0,0,0,0,0
RPL21P65,1,0,0,12,11,16,0,0,13,0,0
RPL21P66,0,0,0,0,0,0,0,0,0,0,0
RPL21P67,0,0,0,0,0,0,0,0,0,0,1
RPL21P7,0,0,1,0,0,1,1,0,0,0,0
RPL21P71,0,0,0,0,0,0,0,0,0,0,0
RPL21P75,124,119,110,22,14,23,0,0,3,0,0
RPL21P8,0,0,0,0,0,0,0,0,0,0,0
RPL21P9,0,0,0,0,0,0,0,0,0,0,0
RPL22,3070,2812,2630,4712,3979,4288,13948,7645,12495,11734,13167
RPL22L1,3987,5067,4851,529,1100,947,513,320,362,417,380
RPL22P11,0,0,11,0,0,0,0,0,0,0,0
RPL22P18,2,4,2,0,0,0,0,0,0,0,0
RPL22P19,0,0,0,1,1,1,0,0,0,0,0
RPL22P22,0,0,0,0,0,0,0,0,0,0,0
RPL22P5,0,0,0,0,0,0,0,0,0,0,0
RPL23,21503,27126,26119,11617,8091,8841,15128,8452,13095,12213,13435
RPL23A,12415,18614,14358,9624,6339,7395,9378,4975,9394,7030,8073
RPL23AP10,0,0,0,0,0,0,3,0,0,0,0
RPL23AP11,0,0,0,0,1,3,1,0,0,0,0
RPL23AP12,1,0,3,1,1,0,0,0,0,0,0
RPL23AP14,0,0,0,0,0,0,0,0,0,0,0
RPL23AP15,0,0,0,1,0,1,0,0,0,0,0
RPL23AP16,0,0,0,0,0,0,0,0,0,0,0
RPL23AP17,0,0,0,0,0,0,0,0,0,0,0
RPL23AP18,0,1,2,1,0,1,1,9,1,0,0
RPL23AP19,0,0,0,0,0,0,0,0,0,0,0
RPL23AP2,26,121,82,19,16,23,0,0,0,1,2
RPL23AP20,0,0,0,2,0,1,0,0,0,0,0
RPL23AP22,0,0,0,0,0,0,0,0,0,0,0
RPL23AP23,0,0,0,0,1,0,9,0,0,0,0
RPL23AP24,0,0,1,0,0,0,0,0,0,5,10
RPL23AP25,4,1,0,3,0,2,0,0,20,0,0
RPL23AP26,0,0,0,0,0,0,0,0,0,0,0
RPL23AP27,0,0,0,0,0,0,0,0,0,0,0
RPL23AP28,0,0,0,0,0,0,0,0,0,0,0
RPL23AP29,0,0,0,0,0,0,0,0,0,0,0
RPL23AP3,0,1,0,0,0,0,0,0,0,0,0
RPL23AP30,0,0,0,0,0,0,0,0,0,0,0
RPL23AP31,0,0,0,0,0,0,0,0,0,0,0
RPL23AP32,0,6,2,11,13,8,0,0,0,1,0
RPL23AP33,0,0,0,0,0,0,0,0,0,0,0
RPL23AP34,0,0,0,9,13,12,0,0,0,0,0
RPL23AP35,0,0,1,2,3,3,0,0,0,0,0
RPL23AP36,0,0,0,0,0,0,0,0,0,0,0
RPL23AP37,0,0,1,0,1,2,0,0,0,0,0
RPL23AP38,0,1,0,0,0,0,0,0,0,0,0
RPL23AP39,0,0,0,0,0,0,0,0,0,0,0
RPL23AP4,0,0,0,0,0,0,0,0,0,0,0
RPL23AP40,0,0,0,0,0,0,0,0,0,2,0
RPL23AP41,0,0,0,0,0,0,0,0,0,0,0
RPL23AP42,0,0,0,191,101,147,3843,2466,3472,3500,3873
RPL23AP43,1,0,0,10,12,5,0,0,0,2,0
RPL23AP44,0,0,0,0,0,0,0,0,0,0,0
RPL23AP45,0,0,0,0,0,0,0,0,0,0,0
